HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.type,Input.emotion,Input.emoji_1,Input.emoji_2,Answer.choice,Approve,Reject
3B6F54KMR21MT2W6PE6GTB91F3YS1D,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,36U2A8VAG2POH9SVMW9P5WPP8QIKYQ,AJFS39RTZY3LC,Approved,Wed Nov 21 08:32:03 PST 2018,Wed Nov 21 08:32:11 PST 2018,Mon Nov 26 08:32:11 PST 2018,Wed Nov 21 08:40:14 PST 2018,,,8,100% (21/21),100% (21/21),100% (21/21),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3B6F54KMR21MT2W6PE6GTB91F3YS1D,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3FIJLY1B6VUJS98GUYM9CS48WPYFPP,AKSJ3C5O3V9RB,Approved,Wed Nov 21 08:31:22 PST 2018,Wed Nov 21 08:31:35 PST 2018,Mon Nov 26 08:31:35 PST 2018,Wed Nov 21 08:40:14 PST 2018,,,13,100% (35/35),100% (35/35),100% (35/35),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3B6F54KMR21MT2W6PE6GTB91F3YS1D,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3JPSL1DZ5TPOTXFV33NPU2OMZUKANB,A3O1I9MATO3ZZN,Approved,Wed Nov 21 08:31:39 PST 2018,Wed Nov 21 08:31:45 PST 2018,Mon Nov 26 08:31:45 PST 2018,Wed Nov 21 08:40:14 PST 2018,,,6,100% (6/6),100% (6/6),100% (6/6),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3B6F54KMR21MT2W6PE6GTB91F3YS1D,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3PQ8K71NHYAH9EL6UZIK8W4M0NLAAR,A147F5PJTHOB8A,Approved,Wed Nov 21 08:30:55 PST 2018,Wed Nov 21 08:31:38 PST 2018,Mon Nov 26 08:31:38 PST 2018,Wed Nov 21 08:40:14 PST 2018,,,43,100% (69/69),100% (69/69),100% (69/69),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3B6F54KMR21MT2W6PE6GTB91F3YS1D,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3RXPCZQMQQ1MPHL9KGH1THMMUOSG1L,A1GKEEI844CEKI,Approved,Wed Nov 21 08:32:03 PST 2018,Wed Nov 21 08:32:09 PST 2018,Mon Nov 26 08:32:09 PST 2018,Wed Nov 21 08:40:14 PST 2018,,,6,100% (19/19),100% (19/19),100% (19/19),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3XDJY5RK5SAJ0ELT11KI6AYSCKTU48,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,308Q0PEVB93IADUZEHWXTZHL7D8I9O,A3O1I9MATO3ZZN,Approved,Wed Nov 21 08:31:34 PST 2018,Wed Nov 21 08:31:39 PST 2018,Mon Nov 26 08:31:39 PST 2018,Wed Nov 21 08:40:16 PST 2018,,,5,100% (6/6),100% (6/6),100% (6/6),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionB,,
3XDJY5RK5SAJ0ELT11KI6AYSCKTU48,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3C5W7UE9CGGU7S2O2C031VAKVPJMXR,AKSJ3C5O3V9RB,Approved,Wed Nov 21 08:30:50 PST 2018,Wed Nov 21 08:32:11 PST 2018,Mon Nov 26 08:32:11 PST 2018,Wed Nov 21 08:40:16 PST 2018,,,81,100% (35/35),100% (35/35),100% (35/35),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionA,,
3XDJY5RK5SAJ0ELT11KI6AYSCKTU48,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3CFJTT4SXUGEWU66ZKYDF3QFCNKI7C,A1GKEEI844CEKI,Approved,Wed Nov 21 08:31:29 PST 2018,Wed Nov 21 08:31:35 PST 2018,Mon Nov 26 08:31:35 PST 2018,Wed Nov 21 08:40:16 PST 2018,,,6,100% (19/19),100% (19/19),100% (19/19),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionB,,
3XDJY5RK5SAJ0ELT11KI6AYSCKTU48,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3OWEPKL08A26AVHXW0B5KBMWYMEN7X,A2HWLIJP5OVFD5,Approved,Wed Nov 21 08:31:37 PST 2018,Wed Nov 21 08:31:47 PST 2018,Mon Nov 26 08:31:47 PST 2018,Wed Nov 21 08:40:16 PST 2018,,,10,100% (4/4),100% (4/4),100% (4/4),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionA,,
3XDJY5RK5SAJ0ELT11KI6AYSCKTU48,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3Z7EFSHGNA4HY6QXPN6PYZ581BFCXZ,A147F5PJTHOB8A,Approved,Wed Nov 21 08:30:54 PST 2018,Wed Nov 21 08:31:31 PST 2018,Mon Nov 26 08:31:31 PST 2018,Wed Nov 21 08:40:17 PST 2018,,,37,100% (69/69),100% (69/69),100% (69/69),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionA,,
3RWSQDNYL9B4FCLSQTL2BEUGRNNFFI,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,31UV0MXWNR2Z9QSNBRJGHJCJLHPI5X,A3O1I9MATO3ZZN,Approved,Wed Nov 21 08:31:26 PST 2018,Wed Nov 21 08:31:33 PST 2018,Mon Nov 26 08:31:33 PST 2018,Wed Nov 21 08:40:16 PST 2018,,,7,100% (6/6),100% (6/6),100% (6/6),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3RWSQDNYL9B4FCLSQTL2BEUGRNNFFI,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3CPLWGV3MPPAOE5QBX9PY7D2TC2N99,A2J7L7S9GCPJ8V,Approved,Wed Nov 21 08:32:03 PST 2018,Wed Nov 21 08:32:45 PST 2018,Mon Nov 26 08:32:45 PST 2018,Wed Nov 21 08:40:16 PST 2018,,,42,100% (1/1),100% (1/1),100% (1/1),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3RWSQDNYL9B4FCLSQTL2BEUGRNNFFI,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3DBQWDE4Y7ORNR3E87W8MR807GJN5I,A2ZX69756WSLQ4,Approved,Wed Nov 21 08:31:59 PST 2018,Wed Nov 21 08:32:18 PST 2018,Mon Nov 26 08:32:18 PST 2018,Wed Nov 21 08:40:16 PST 2018,,,19,100% (4/4),100% (4/4),100% (4/4),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3RWSQDNYL9B4FCLSQTL2BEUGRNNFFI,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3J2UYBXQQM2KLZBLCK4F3LQNVIJ606,AKSJ3C5O3V9RB,Approved,Wed Nov 21 08:31:30 PST 2018,Wed Nov 21 08:32:39 PST 2018,Mon Nov 26 08:32:39 PST 2018,Wed Nov 21 08:40:16 PST 2018,,,69,100% (35/35),100% (35/35),100% (35/35),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3RWSQDNYL9B4FCLSQTL2BEUGRNNFFI,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3YDGXNSEO0KOO1CAO0OFZ2CRIPP84A,A147F5PJTHOB8A,Approved,Wed Nov 21 08:30:52 PST 2018,Wed Nov 21 08:31:19 PST 2018,Mon Nov 26 08:31:19 PST 2018,Wed Nov 21 08:40:16 PST 2018,,,27,100% (69/69),100% (69/69),100% (69/69),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionA,,
3BCRDCM0ODJJC5KVQB9VXL986K1K6M,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,34FNN24DCNZLZQ7SF95J3767B0N5YQ,A3O1I9MATO3ZZN,Approved,Wed Nov 21 08:31:20 PST 2018,Wed Nov 21 08:31:26 PST 2018,Mon Nov 26 08:31:26 PST 2018,Wed Nov 21 08:40:14 PST 2018,,,6,100% (6/6),100% (6/6),100% (6/6),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionA,,
3BCRDCM0ODJJC5KVQB9VXL986K1K6M,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3N4BPTXIO9I7008QCVC02BJCC27KUS,A2HWLIJP5OVFD5,Approved,Wed Nov 21 08:31:47 PST 2018,Wed Nov 21 08:31:58 PST 2018,Mon Nov 26 08:31:58 PST 2018,Wed Nov 21 08:40:14 PST 2018,,,11,100% (4/4),100% (4/4),100% (4/4),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3BCRDCM0ODJJC5KVQB9VXL986K1K6M,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3OF2M9AATHEOMZ20IIB8J3YREKMKZH,A1GKEEI844CEKI,Approved,Wed Nov 21 08:32:09 PST 2018,Wed Nov 21 08:32:13 PST 2018,Mon Nov 26 08:32:13 PST 2018,Wed Nov 21 08:40:15 PST 2018,,,4,100% (19/19),100% (19/19),100% (19/19),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3BCRDCM0ODJJC5KVQB9VXL986K1K6M,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3P529IW9KZBT1OTI26T2VBVORFXFLR,A147F5PJTHOB8A,Approved,Wed Nov 21 08:30:53 PST 2018,Wed Nov 21 08:31:25 PST 2018,Mon Nov 26 08:31:25 PST 2018,Wed Nov 21 08:40:15 PST 2018,,,32,100% (69/69),100% (69/69),100% (69/69),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionA,,
3BCRDCM0ODJJC5KVQB9VXL986K1K6M,32A76CCALKTOPSFNVOZPMU5FGG74TN,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis,"image, comparison, choose, abtest, emoji",$0.03,Wed Nov 21 08:30:15 PST 2018,5,BatchId:3444888;OriginalHitTemplateId:926158629;,240,432000,Wed Nov 28 08:30:15 PST 2018,,,3W92K5RLWV74VWCNAYIZW82DTJL5VH,AKSJ3C5O3V9RB,Approved,Wed Nov 21 08:31:12 PST 2018,Wed Nov 21 08:31:21 PST 2018,Mon Nov 26 08:31:21 PST 2018,Wed Nov 21 08:40:15 PST 2018,,,9,100% (35/35),100% (35/35),100% (35/35),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3L4YG5VW9NHAJ8T08HVMZEOA3YVDD0,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,34YB12FSQZEJL67YD20ZD9APS3EMGY,A194R45ACMQEOR,Submitted,Thu Nov 22 09:23:42 PST 2018,Thu Nov 22 09:23:49 PST 2018,Tue Nov 27 09:23:49 PST 2018,,,,7,100% (139/139),100% (139/139),100% (139/139),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,optionB,,
